Date,Fremont Bridge West Sidewalk,Fremont Bridge East Sidewalk
12/04/2014 04:00:00 PM,154,120
11/29/2019 07:00:00 PM,112,56
03/09/2019 04:00:00 AM,10,0
08/19/2015 09:00:00 AM,220,372
10/07/2020 03:00:00 PM,93,80
12/04/2014 09:00:00 PM,62,26
03/09/2019 05:00:00 PM,86,98
08/06/2019 03:00:00 AM,0,4
11/26/2020 09:00:00 AM,43,28
03/09/2013 09:00:00 PM,30,36
05/20/2014 02:00:00 PM,170,158
06/09/2015 12:00:00 AM,10,2
07/16/2020 07:00:00 PM,114,90
04/29/2015 12:00:00 PM,60,112
10/06/2014 10:00:00 AM,0,210
11/05/2013 10:00:00 AM,90,132
03/15/2014 10:00:00 PM,12,14
11/10/2018 01:00:00 AM,8,6
10/06/2014 01:00:00 AM,2,8
02/17/2013 03:00:00 PM,76,120
08/03/2020 09:00:00 PM,42,34
09/29/2016 10:00:00 AM,122,116
12/25/2014 11:00:00 AM,26,28
06/03/2020 06:00:00 PM,153,110
10/01/2013 03:00:00 PM,116,122
12/05/2020 09:00:00 AM,46,51
01/08/2017 02:00:00 AM,0,2
07/15/2013 01:00:00 PM,120,134
10/01/2019 01:00:00 PM,150,80
02/14/2014 09:00:00 AM,110,200
01/15/2018 01:00:00 AM,6,2
11/27/2013 04:00:00 PM,314,162
05/03/2017 02:00:00 PM,112,78
09/27/2016 01:00:00 AM,10,8
08/26/2020 12:00:00 PM,89,70
10/16/2019 12:00:00 PM,72,50
09/20/2019 04:00:00 PM,676,236
01/07/2015 11:00:00 PM,16,20
08/31/2013 11:00:00 AM,140,206
09/07/2019 01:00:00 AM,18,18
06/26/2019 03:00:00 AM,2,8
01/13/2014 01:00:00 PM,78,58
07/27/2016 07:00:00 PM,352,240
09/15/2016 10:00:00 PM,62,36
04/17/2013 07:00:00 PM,212,186
06/02/2013 01:00:00 PM,186,262
02/25/2013 03:00:00 PM,96,126
01/11/2016 02:00:00 AM,0,0
12/17/2019 10:00:00 AM,166,104
03/10/2014 07:00:00 AM,112,274
05/04/2017 04:00:00 PM,498,188
08/01/2013 12:00:00 AM,16,20
02/27/2015 02:00:00 PM,80,50
02/23/2017 02:00:00 PM,50,44
02/22/2018 10:00:00 AM,66,30
04/12/2013 08:00:00 PM,56,16
04/01/2018 05:00:00 PM,56,30
12/04/2012 12:00:00 AM,6,16
11/04/2019 12:00:00 PM,76,90
02/07/2015 09:00:00 PM,10,12
09/03/2014 08:00:00 AM,292,778
10/09/2012 12:00:00 PM,80,74
01/04/2021 07:00:00 PM,19,7
08/01/2016 10:00:00 AM,98,102
12/13/2014 09:00:00 AM,66,54
06/11/2017 05:00:00 AM,6,4
08/31/2016 01:00:00 PM,66,54
10/24/2017 07:00:00 PM,248,108
06/28/2013 04:00:00 PM,488,226
12/01/2015 01:00:00 AM,0,4
09/28/2015 10:00:00 PM,30,26
04/06/2017 01:00:00 AM,2,0
10/10/2017 05:00:00 AM,30,58
02/27/2013 07:00:00 PM,134,58
04/01/2020 10:00:00 AM,26,38
07/05/2019 03:00:00 PM,328,170
01/19/2021 01:00:00 PM,44,38
07/19/2020 08:00:00 AM,56,48
01/07/2017 10:00:00 PM,8,4
02/25/2013 06:00:00 AM,52,114
10/04/2015 10:00:00 PM,26,26
05/25/2017 08:00:00 PM,182,146
11/22/2014 03:00:00 PM,100,132
01/17/2014 02:00:00 AM,6,4
02/11/2016 01:00:00 PM,38,50
09/22/2020 07:00:00 AM,101,76
03/18/2013 07:00:00 AM,110,310
09/28/2017 11:00:00 PM,32,18
06/11/2017 11:00:00 AM,172,164
11/24/2012 01:00:00 PM,42,94
10/10/2018 05:00:00 AM,32,42
04/14/2016 03:00:00 AM,0,0
01/09/2019 04:00:00 PM,294,96
02/15/2020 09:00:00 AM,50,48
01/20/2020 02:00:00 PM,90,54
03/16/2014 11:00:00 AM,20,32
11/27/2013 04:00:00 AM,4,8
09/19/2018 12:00:00 PM,86,76
03/14/2019 01:00:00 AM,4,0
11/06/2013 10:00:00 AM,102,118
09/19/2015 09:00:00 PM,40,44
07/30/2018 02:00:00 AM,4,4
06/18/2019 10:00:00 PM,64,40
06/25/2019 02:00:00 PM,182,138
08/18/2016 07:00:00 AM,322,538
08/30/2017 12:00:00 AM,12,10
10/05/2014 07:00:00 AM,34,36
11/21/2020 04:00:00 PM,117,154
02/01/2016 12:00:00 PM,42,36
09/29/2013 08:00:00 PM,20,14
02/07/2015 05:00:00 PM,40,24
08/06/2014 12:00:00 PM,100,154
06/04/2015 11:00:00 AM,82,112
10/06/2019 03:00:00 AM,6,0
09/30/2015 02:00:00 PM,110,96
12/17/2014 04:00:00 AM,2,8
09/15/2016 03:00:00 AM,0,4
01/05/2019 11:00:00 PM,14,6
05/21/2015 01:00:00 PM,122,118
05/29/2020 12:00:00 PM,90,67
02/05/2018 11:00:00 PM,12,8
02/05/2016 08:00:00 AM,224,416
08/05/2017 05:00:00 AM,10,14
01/25/2017 12:00:00 PM,42,62
05/01/2016 04:00:00 AM,2,2
08/31/2020 10:00:00 AM,60,34
01/27/2019 05:00:00 AM,0,2
03/20/2016 04:00:00 PM,44,20
05/04/2018 05:00:00 AM,40,60
01/03/2019 10:00:00 AM,78,58
06/12/2013 06:00:00 PM,634,394
03/13/2020 05:00:00 PM,154,64
08/30/2015 12:00:00 PM,86,160
06/14/2015 05:00:00 AM,12,16
03/20/2014 04:00:00 PM,172,208
05/11/2020 07:00:00 PM,32,14
06/08/2020 10:00:00 AM,43,31
11/13/2015 08:00:00 PM,36,28
08/10/2016 05:00:00 AM,30,56
08/20/2020 12:00:00 PM,61,55
04/12/2020 10:00:00 PM,12,6
10/10/2018 02:00:00 AM,2,0
01/01/2019 04:00:00 PM,56,60
10/03/2016 03:00:00 AM,4,0
10/15/2020 03:00:00 PM,121,60
05/01/2019 02:00:00 AM,8,0
04/20/2013 05:00:00 AM,4,10
07/19/2015 03:00:00 PM,120,160
05/09/2013 01:00:00 PM,134,106
11/18/2014 10:00:00 AM,18,146
10/15/2017 11:00:00 PM,26,12
08/26/2013 12:00:00 AM,18,20
09/06/2020 09:00:00 AM,99,74
04/08/2019 11:00:00 AM,56,44
08/02/2019 02:00:00 PM,190,130
06/22/2014 09:00:00 PM,56,94
12/15/2019 10:00:00 AM,50,50
03/18/2013 02:00:00 PM,92,70
11/21/2019 09:00:00 AM,424,274
05/04/2018 01:00:00 AM,16,8
05/04/2015 04:00:00 AM,6,16
02/10/2015 06:00:00 AM,62,132
01/21/2016 09:00:00 AM,68,140
12/10/2015 03:00:00 AM,2,4
07/11/2014 12:00:00 PM,92,138
02/16/2015 03:00:00 PM,152,144
03/04/2020 02:00:00 AM,0,0
08/04/2015 01:00:00 AM,12,12
11/07/2013 07:00:00 PM,124,72
06/16/2019 04:00:00 PM,290,308
09/01/2018 05:00:00 PM,108,194
01/30/2016 02:00:00 AM,2,8
02/20/2014 11:00:00 AM,46,48
11/14/2020 11:00:00 PM,4,0
09/24/2017 06:00:00 AM,26,6
05/06/2016 12:00:00 AM,18,24
06/20/2018 08:00:00 AM,718,606
10/08/2017 09:00:00 PM,20,18
05/16/2015 01:00:00 PM,124,110
03/09/2015 09:00:00 PM,68,40
09/28/2013 12:00:00 PM,20,30
05/09/2016 12:00:00 AM,6,6
09/04/2018 05:00:00 AM,34,44
01/26/2021 06:00:00 PM,56,32
06/24/2019 05:00:00 AM,48,52
08/18/2015 08:00:00 PM,194,128
12/13/2014 09:00:00 PM,44,12
01/25/2018 09:00:00 AM,182,154
04/12/2017 08:00:00 AM,216,328
05/21/2013 12:00:00 AM,14,24
05/14/2015 04:00:00 AM,10,18
10/28/2016 09:00:00 AM,234,256
08/16/2015 11:00:00 AM,156,210
03/18/2017 10:00:00 PM,24,24
11/08/2018 08:00:00 PM,108,28
05/09/2015 04:00:00 AM,2,4
04/21/2015 11:00:00 AM,,
06/02/2018 09:00:00 PM,64,66
12/04/2014 03:00:00 AM,4,2
04/12/2019 02:00:00 PM,136,98
05/26/2015 02:00:00 AM,4,0
03/04/2013 08:00:00 PM,74,44
07/04/2016 03:00:00 PM,212,182
06/10/2014 12:00:00 PM,102,112
09/18/2020 03:00:00 AM,0,1
09/29/2019 02:00:00 AM,12,4
07/30/2014 09:00:00 PM,116,136
12/03/2017 03:00:00 PM,90,72
09/07/2015 04:00:00 PM,202,268
06/07/2019 03:00:00 AM,0,2
06/26/2014 12:00:00 PM,116,136
03/02/2015 08:00:00 AM,462,4
02/07/2015 04:00:00 PM,46,38
08/05/2013 03:00:00 AM,6,0
09/11/2017 04:00:00 AM,18,6
12/20/2015 08:00:00 PM,18,26
04/08/2017 09:00:00 PM,24,10
05/17/2018 09:00:00 AM,338,308
10/16/2014 04:00:00 PM,360,238
02/09/2016 11:00:00 PM,18,12
01/21/2015 08:00:00 AM,2,670
09/07/2019 03:00:00 PM,188,178
10/15/2018 04:00:00 PM,548,192
10/23/2019 11:00:00 AM,140,88
05/31/2013 07:00:00 AM,206,572
05/15/2020 08:00:00 AM,75,43
09/27/2019 10:00:00 AM,178,94
01/18/2019 01:00:00 PM,74,64
10/14/2020 10:00:00 PM,10,11
03/16/2019 08:00:00 AM,60,52
05/16/2014 08:00:00 AM,378,1380
03/11/2016 02:00:00 AM,6,2
02/07/2020 02:00:00 PM,102,40
05/26/2018 11:00:00 AM,196,196
07/07/2017 08:00:00 PM,162,148
07/08/2013 01:00:00 PM,122,152
01/12/2020 07:00:00 AM,12,12
09/10/2014 07:00:00 AM,226,584
07/05/2020 05:00:00 PM,140,115
09/24/2014 09:00:00 AM,94,204
08/31/2014 11:00:00 PM,60,22
03/17/2017 02:00:00 AM,0,2
12/23/2014 06:00:00 AM,26,80
02/18/2014 01:00:00 PM,12,26
11/26/2013 06:00:00 AM,56,118
08/13/2015 07:00:00 AM,268,600
03/10/2014 03:00:00 AM,2,2
01/19/2019 09:00:00 PM,18,6
03/26/2018 11:00:00 PM,16,6
04/11/2015 06:00:00 AM,10,12
05/03/2015 04:00:00 PM,196,228
03/07/2013 09:00:00 AM,132,162
05/28/2013 09:00:00 PM,52,66
09/09/2016 02:00:00 AM,4,2
12/10/2016 05:00:00 PM,28,10
10/21/2014 06:00:00 PM,454,252
12/09/2016 10:00:00 PM,18,6
11/27/2017 04:00:00 PM,430,146
08/28/2015 03:00:00 PM,166,118
08/08/2014 03:00:00 PM,202,200
12/27/2016 09:00:00 AM,68,112
02/19/2013 11:00:00 PM,36,14
12/02/2012 04:00:00 PM,32,44
03/24/2015 09:00:00 PM,56,24
01/14/2015 12:00:00 PM,0,106
10/28/2020 05:00:00 PM,158,91
09/29/2016 06:00:00 PM,582,314
05/01/2013 03:00:00 PM,262,170
04/27/2015 03:00:00 PM,188,168
04/28/2013 06:00:00 PM,72,64
08/10/2015 04:00:00 AM,16,10
09/06/2014 09:00:00 PM,56,78
09/11/2013 08:00:00 PM,142,134
05/28/2018 12:00:00 PM,228,162
05/09/2017 05:00:00 PM,1246,408
07/14/2014 04:00:00 PM,448,238
08/14/2018 10:00:00 AM,136,116
06/26/2019 05:00:00 AM,54,54
05/21/2017 07:00:00 AM,56,34
06/07/2016 08:00:00 PM,170,130
08/03/2014 07:00:00 PM,106,94
06/14/2018 01:00:00 AM,2,2
03/07/2014 07:00:00 PM,114,110
11/18/2017 05:00:00 PM,90,66
04/11/2017 03:00:00 AM,2,0
02/06/2020 04:00:00 AM,4,8
01/20/2017 07:00:00 PM,126,48
10/27/2020 10:00:00 PM,10,9
05/23/2018 10:00:00 PM,78,42
01/18/2017 06:00:00 AM,46,94
07/03/2016 06:00:00 PM,122,120
09/14/2015 05:00:00 AM,18,42
11/28/2016 02:00:00 AM,0,0
04/23/2013 11:00:00 PM,26,30
12/27/2017 08:00:00 AM,116,120
03/01/2020 05:00:00 PM,108,68
08/29/2018 12:00:00 AM,16,12
10/07/2020 03:00:00 AM,2,0
06/04/2017 02:00:00 PM,200,176
10/30/2015 07:00:00 PM,78,48
07/06/2018 10:00:00 AM,146,134
10/05/2012 09:00:00 AM,162,262
09/23/2016 07:00:00 AM,202,350
12/07/2015 12:00:00 AM,2,4
12/15/2016 01:00:00 AM,6,2
03/29/2020 12:00:00 AM,2,0
10/11/2013 10:00:00 AM,86,82
05/30/2020 08:00:00 AM,32,37
03/17/2018 07:00:00 AM,30,22
05/27/2014 10:00:00 AM,126,180
02/07/2020 12:00:00 AM,2,4
04/08/2019 01:00:00 PM,56,56
10/26/2017 01:00:00 PM,66,82
11/19/2016 10:00:00 PM,38,18
08/04/2020 03:00:00 PM,137,74
11/07/2016 11:00:00 AM,54,68
05/21/2018 01:00:00 PM,110,90
08/01/2019 01:00:00 AM,10,2
10/30/2016 09:00:00 AM,72,76
12/03/2017 07:00:00 PM,24,20
08/25/2017 04:00:00 AM,10,2
07/05/2016 08:00:00 PM,142,82
12/11/2018 07:00:00 AM,218,222
06/08/2014 10:00:00 AM,538,178
05/12/2015 05:00:00 AM,26,70
01/30/2015 07:00:00 PM,110,64
02/19/2021 09:00:00 AM,50,23
03/13/2018 09:00:00 AM,230,192
10/30/2013 10:00:00 PM,58,30
05/27/2019 09:00:00 PM,66,54
11/19/2019 10:00:00 PM,36,28
06/21/2014 10:00:00 AM,198,252
07/23/2018 04:00:00 AM,22,6
08/01/2013 03:00:00 AM,0,8
03/03/2013 12:00:00 AM,20,10
07/25/2015 09:00:00 PM,32,22
06/13/2019 03:00:00 AM,4,4
03/13/2013 04:00:00 PM,154,102
07/26/2017 08:00:00 AM,586,714
07/03/2015 10:00:00 PM,68,70
01/10/2021 06:00:00 AM,4,1
09/14/2017 06:00:00 AM,172,184
02/11/2013 05:00:00 PM,482,186
12/13/2018 12:00:00 PM,34,30
09/29/2017 09:00:00 AM,182,174
04/16/2018 04:00:00 AM,12,6
12/02/2017 10:00:00 PM,14,6
12/19/2018 10:00:00 PM,20,8
03/28/2017 02:00:00 PM,48,36
04/03/2016 02:00:00 PM,164,192
10/07/2015 01:00:00 PM,48,46
03/31/2014 09:00:00 AM,206,386
03/30/2020 03:00:00 AM,0,0
12/25/2017 08:00:00 PM,0,6
07/21/2014 12:00:00 AM,12,8
03/23/2019 06:00:00 PM,108,154
06/18/2013 09:00:00 PM,124,100
03/04/2013 04:00:00 PM,226,198
10/17/2012 06:00:00 AM,88,178
05/23/2017 01:00:00 PM,130,106
11/11/2019 08:00:00 PM,62,48
04/21/2020 01:00:00 PM,100,74
11/08/2017 04:00:00 AM,4,6
09/15/2016 09:00:00 PM,80,50
09/22/2014 12:00:00 AM,16,4
03/14/2020 02:00:00 PM,114,126
11/13/2017 08:00:00 PM,60,22
05/14/2014 08:00:00 AM,402,982
08/29/2017 12:00:00 AM,20,8
08/26/2016 08:00:00 AM,380,598
09/07/2017 12:00:00 PM,62,56
11/16/2020 12:00:00 AM,3,3
07/30/2019 10:00:00 AM,196,124
08/27/2018 08:00:00 PM,124,100
10/11/2012 05:00:00 AM,24,0
09/09/2020 07:00:00 PM,103,63
11/05/2012 03:00:00 PM,116,130
02/11/2019 06:00:00 AM,2,2
12/26/2019 12:00:00 AM,4,2
02/19/2019 02:00:00 AM,4,0
08/24/2018 11:00:00 PM,30,8
01/05/2020 11:00:00 AM,32,36
08/17/2019 12:00:00 PM,210,216
03/19/2017 05:00:00 AM,4,4
03/13/2014 02:00:00 PM,92,104
07/11/2017 06:00:00 PM,772,344
01/29/2016 04:00:00 PM,232,160
12/04/2020 01:00:00 AM,3,2
09/05/2014 02:00:00 PM,176,152
06/23/2016 12:00:00 PM,62,74
07/05/2013 08:00:00 AM,140,258
08/09/2016 04:00:00 AM,8,10
08/07/2015 08:00:00 PM,184,106
02/17/2020 04:00:00 AM,12,2
10/27/2018 03:00:00 AM,6,2
08/07/2015 12:00:00 PM,122,114
11/15/2013 06:00:00 PM,276,102
12/11/2014 11:00:00 PM,24,6
08/14/2013 02:00:00 AM,0,4
05/08/2015 08:00:00 AM,310,892
11/21/2017 06:00:00 AM,70,66
06/19/2019 03:00:00 PM,242,166
04/21/2018 03:00:00 PM,78,132
08/29/2013 09:00:00 PM,52,28
04/20/2013 02:00:00 PM,96,156
02/08/2015 10:00:00 AM,130,142
06/18/2018 03:00:00 AM,6,0
05/31/2018 08:00:00 PM,186,54
12/29/2018 11:00:00 AM,26,42
12/01/2013 02:00:00 PM,54,82
04/25/2015 02:00:00 PM,128,190
05/29/2018 12:00:00 PM,80,60
07/19/2014 09:00:00 PM,54,52
01/09/2021 07:00:00 AM,11,10
03/23/2014 04:00:00 PM,200,264
01/12/2016 01:00:00 PM,20,30
07/12/2015 10:00:00 PM,30,16
09/06/2019 09:00:00 AM,464,304
05/11/2016 02:00:00 AM,8,2
10/15/2012 07:00:00 PM,102,54
12/11/2017 03:00:00 PM,124,68
07/24/2014 12:00:00 AM,10,18
08/06/2016 12:00:00 PM,126,134
06/15/2017 07:00:00 AM,226,256
05/01/2020 05:00:00 PM,221,161
03/14/2018 03:00:00 PM,122,96
03/14/2015 06:00:00 AM,8,14
11/20/2012 12:00:00 AM,10,4
02/09/2014 04:00:00 PM,20,18
10/08/2013 07:00:00 AM,160,418
11/29/2019 10:00:00 PM,26,16
06/04/2017 10:00:00 AM,110,124
07/03/2019 04:00:00 AM,4,10
08/30/2018 09:00:00 PM,76,40
09/24/2016 10:00:00 PM,20,18
08/19/2014 01:00:00 PM,124,124
02/18/2014 02:00:00 PM,26,28
08/03/2017 11:00:00 PM,56,30
11/21/2018 01:00:00 AM,0,0
07/29/2017 10:00:00 PM,58,40
02/10/2021 06:00:00 PM,39,28
02/12/2020 04:00:00 PM,508,146
09/08/2018 07:00:00 AM,34,28
02/16/2018 01:00:00 PM,48,28
12/19/2020 12:00:00 AM,3,0
11/09/2015 02:00:00 PM,62,30
05/21/2017 06:00:00 AM,28,20
10/31/2015 06:00:00 AM,8,10
06/25/2016 03:00:00 PM,196,226
11/14/2012 02:00:00 AM,2,6
11/19/2018 02:00:00 PM,100,96
05/11/2018 02:00:00 PM,216,114
05/27/2014 09:00:00 AM,280,380
07/01/2020 06:00:00 PM,144,73
12/02/2012 11:00:00 AM,36,50
05/02/2020 03:00:00 AM,2,0
03/31/2017 12:00:00 PM,74,74
12/27/2020 03:00:00 AM,0,1
05/17/2017 03:00:00 PM,198,106
01/30/2016 11:00:00 PM,8,32
10/09/2017 08:00:00 PM,104,52
10/21/2020 07:00:00 PM,48,30
10/28/2019 03:00:00 AM,8,2
02/28/2018 06:00:00 AM,88,90
08/18/2017 05:00:00 AM,72,54
05/21/2015 10:00:00 AM,100,136
09/08/2015 02:00:00 AM,6,2
02/27/2018 10:00:00 AM,76,52
05/24/2015 07:00:00 PM,86,68
11/18/2015 02:00:00 PM,76,70
04/29/2017 12:00:00 AM,12,16
03/27/2020 03:00:00 AM,0,0
05/17/2015 08:00:00 PM,128,56
10/30/2014 09:00:00 AM,158,294
03/13/2019 10:00:00 AM,108,78
10/22/2015 10:00:00 PM,40,38
05/20/2016 08:00:00 PM,134,74
09/08/2014 09:00:00 PM,50,52
04/19/2017 12:00:00 PM,48,26
12/06/2019 11:00:00 AM,128,80
01/13/2014 07:00:00 PM,166,84
04/14/2017 11:00:00 PM,28,8
11/12/2019 06:00:00 PM,542,156
12/27/2016 10:00:00 AM,56,56
06/07/2013 07:00:00 AM,186,464
12/17/2019 06:00:00 PM,552,156
05/25/2020 06:00:00 AM,4,2
05/06/2019 04:00:00 PM,732,224
07/11/2013 08:00:00 PM,176,150
01/17/2015 05:00:00 AM,4,2
04/22/2020 07:00:00 AM,40,44
05/29/2018 01:00:00 AM,0,6
07/12/2016 12:00:00 AM,16,10
01/23/2018 01:00:00 AM,0,2
07/03/2013 06:00:00 AM,112,216
09/16/2020 07:00:00 PM,20,20
06/26/2019 08:00:00 AM,776,620
06/17/2016 03:00:00 AM,2,4
04/10/2013 02:00:00 AM,2,4
09/15/2015 02:00:00 PM,102,110
06/07/2018 02:00:00 AM,6,0
07/24/2014 06:00:00 PM,424,268
02/05/2021 11:00:00 PM,6,5
03/22/2016 04:00:00 AM,4,6
10/10/2014 01:00:00 PM,6,146
07/12/2016 04:00:00 AM,8,10
08/15/2013 05:00:00 AM,16,52
12/14/2020 04:00:00 AM,7,1
01/24/2019 10:00:00 AM,108,102
05/11/2015 08:00:00 AM,300,830
02/25/2021 09:00:00 AM,37,17
03/01/2017 03:00:00 AM,0,2
02/25/2018 08:00:00 PM,8,6
11/12/2018 09:00:00 PM,44,12
07/27/2020 02:00:00 AM,0,1
07/13/2017 10:00:00 PM,88,50
05/03/2016 08:00:00 AM,420,1042
01/13/2018 04:00:00 AM,2,6
12/20/2013 10:00:00 AM,24,62
11/29/2019 02:00:00 AM,0,0
10/05/2018 05:00:00 AM,28,32
11/10/2018 07:00:00 AM,30,28
11/25/2020 08:00:00 AM,61,35
03/22/2018 10:00:00 PM,20,8
08/26/2020 02:00:00 AM,1,1
02/16/2015 02:00:00 AM,4,2
02/17/2017 07:00:00 PM,104,56
04/02/2020 02:00:00 PM,128,130
02/20/2020 09:00:00 AM,386,186
02/20/2013 07:00:00 AM,122,318
07/26/2020 03:00:00 PM,162,145
01/14/2016 05:00:00 PM,550,258
02/15/2014 05:00:00 AM,2,2
04/10/2020 02:00:00 PM,258,240
01/17/2021 03:00:00 PM,108,97
07/18/2014 10:00:00 PM,54,50
10/18/2015 04:00:00 AM,6,2
12/02/2013 10:00:00 PM,22,20
02/21/2016 08:00:00 PM,48,8
04/09/2019 05:00:00 PM,786,334
08/24/2016 06:00:00 AM,186,216
12/08/2019 04:00:00 AM,4,0
06/13/2014 01:00:00 PM,64,62
10/01/2018 03:00:00 PM,156,86
01/27/2015 02:00:00 AM,0,10
04/09/2020 12:00:00 PM,214,144
11/06/2015 07:00:00 AM,148,392
05/15/2015 03:00:00 PM,290,182
10/16/2019 07:00:00 AM,322,258
07/24/2015 07:00:00 AM,198,486
04/23/2014 09:00:00 PM,44,26
02/17/2017 05:00:00 PM,578,244
02/18/2014 04:00:00 AM,4,4
03/11/2018 04:00:00 AM,4,4
04/21/2013 12:00:00 PM,40,86
12/01/2015 04:00:00 AM,6,4
06/12/2015 06:00:00 PM,370,242
08/27/2015 11:00:00 PM,44,56
07/02/2019 03:00:00 AM,6,2
05/09/2017 03:00:00 AM,0,2
09/18/2014 01:00:00 AM,6,12
01/26/2014 05:00:00 PM,94,126
02/28/2019 06:00:00 AM,78,86
03/17/2019 11:00:00 AM,198,202
10/06/2013 12:00:00 AM,24,12
06/19/2016 01:00:00 AM,16,18
10/06/2014 11:00:00 PM,38,30
04/24/2014 09:00:00 AM,138,312
04/12/2020 08:00:00 PM,26,14
11/21/2016 11:00:00 PM,10,8
12/19/2013 10:00:00 PM,18,14
03/04/2016 09:00:00 AM,150,248
12/18/2012 10:00:00 AM,34,60
10/28/2018 09:00:00 AM,46,28
08/04/2016 07:00:00 PM,306,184
03/30/2019 12:00:00 AM,28,12
08/24/2020 01:00:00 PM,86,69
01/30/2016 03:00:00 AM,2,0
10/15/2015 02:00:00 PM,134,118
01/14/2019 08:00:00 AM,664,624
06/05/2013 09:00:00 PM,102,106
12/03/2017 06:00:00 PM,24,12
01/14/2017 03:00:00 PM,60,62
05/06/2017 05:00:00 AM,2,4
09/06/2016 11:00:00 AM,76,68
02/08/2016 04:00:00 PM,310,234
03/17/2013 09:00:00 AM,80,102
05/01/2016 02:00:00 AM,4,6
02/05/2014 12:00:00 AM,10,8
11/24/2015 12:00:00 AM,4,4
02/08/2018 11:00:00 PM,16,4
07/17/2018 08:00:00 AM,750,722
01/19/2014 10:00:00 PM,16,10
09/10/2013 10:00:00 PM,50,38
06/09/2013 12:00:00 PM,136,150
01/25/2018 01:00:00 PM,28,26
04/05/2015 03:00:00 PM,152,202
09/21/2017 03:00:00 PM,172,118
04/20/2020 03:00:00 AM,2,6
07/26/2020 10:00:00 AM,115,103
06/08/2015 09:00:00 PM,98,116
12/01/2014 04:00:00 AM,2,0
11/05/2015 10:00:00 AM,66,122
12/27/2019 12:00:00 PM,60,44
09/15/2014 03:00:00 PM,178,194
04/01/2018 07:00:00 PM,12,16
04/21/2016 05:00:00 AM,38,56
03/25/2014 07:00:00 AM,134,310
11/24/2015 02:00:00 PM,58,44
01/13/2017 06:00:00 PM,246,88
04/30/2020 08:00:00 AM,102,106
03/15/2019 10:00:00 PM,34,32
01/27/2016 04:00:00 PM,276,106
12/13/2013 07:00:00 PM,126,50
10/29/2020 09:00:00 PM,31,16
05/05/2016 09:00:00 PM,142,80
11/07/2015 01:00:00 AM,20,16
09/19/2020 02:00:00 AM,0,1
12/07/2013 05:00:00 PM,22,28
10/18/2013 07:00:00 PM,126,116
05/27/2015 10:00:00 PM,74,40
07/27/2020 01:00:00 AM,1,0
03/04/2017 04:00:00 AM,6,2
01/06/2016 05:00:00 PM,598,258
07/21/2020 11:00:00 AM,87,62
08/19/2017 10:00:00 AM,126,122
06/28/2019 10:00:00 PM,60,42
12/20/2018 10:00:00 AM,64,26
07/16/2015 03:00:00 AM,4,10
09/20/2013 07:00:00 PM,130,96
02/21/2013 06:00:00 AM,52,134
07/12/2014 07:00:00 AM,74,114
10/26/2017 11:00:00 PM,42,22
04/14/2016 12:00:00 PM,74,78
08/31/2015 11:00:00 PM,22,14
06/21/2015 07:00:00 PM,92,134
06/17/2020 10:00:00 AM,78,47
10/25/2012 02:00:00 AM,2,4
04/17/2017 08:00:00 PM,62,26
11/06/2020 06:00:00 PM,57,38
02/09/2015 07:00:00 AM,164,254
07/03/2015 09:00:00 AM,136,178
07/31/2018 01:00:00 PM,114,100
11/09/2020 07:00:00 AM,56,44
11/10/2015 02:00:00 PM,90,66
01/18/2021 05:00:00 PM,75,56
09/30/2020 03:00:00 AM,0,0
11/24/2016 10:00:00 AM,12,22
05/17/2015 04:00:00 PM,152,196
09/16/2014 06:00:00 AM,90,230
06/19/2020 05:00:00 PM,173,122
08/25/2015 02:00:00 AM,12,4
03/15/2015 09:00:00 PM,0,4
09/10/2014 05:00:00 AM,24,60
01/29/2013 11:00:00 AM,26,66
01/20/2016 12:00:00 PM,44,50
12/02/2019 06:00:00 AM,108,150
06/25/2016 05:00:00 AM,10,6
12/20/2012 04:00:00 PM,110,56
01/10/2018 11:00:00 AM,32,42
02/18/2018 01:00:00 AM,10,0
12/20/2014 09:00:00 PM,6,6
10/16/2017 04:00:00 AM,20,12
01/26/2019 10:00:00 AM,132,118
03/30/2018 01:00:00 PM,106,102
09/11/2015 07:00:00 AM,234,524
05/09/2014 09:00:00 PM,32,30
05/06/2014 02:00:00 PM,92,136
01/26/2018 02:00:00 AM,10,0
04/04/2019 07:00:00 PM,238,110
07/22/2017 03:00:00 AM,14,12
10/07/2016 12:00:00 PM,50,58
11/16/2014 05:00:00 PM,54,60
04/19/2020 08:00:00 PM,48,40
04/21/2018 06:00:00 PM,82,80
01/01/2016 07:00:00 PM,12,12
10/17/2013 05:00:00 PM,688,370
10/13/2013 04:00:00 AM,4,6
08/08/2014 11:00:00 AM,126,86
10/28/2015 07:00:00 AM,168,414
06/04/2015 12:00:00 PM,88,126
11/15/2016 06:00:00 PM,346,128
07/24/2013 01:00:00 PM,130,140
09/09/2013 12:00:00 AM,14,14
12/28/2020 11:00:00 AM,71,42
07/23/2017 11:00:00 AM,186,148
07/02/2016 09:00:00 AM,106,122
03/15/2020 08:00:00 AM,32,8
06/16/2017 11:00:00 PM,30,50
04/13/2016 03:00:00 PM,120,78
07/06/2014 05:00:00 PM,216,240
12/10/2018 04:00:00 AM,8,6
12/11/2012 02:00:00 AM,0,6
06/23/2013 06:00:00 PM,102,142
06/25/2020 03:00:00 AM,1,4
11/04/2012 08:00:00 PM,22,20
05/05/2020 03:00:00 AM,0,0
12/21/2019 08:00:00 AM,14,14
